LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
M04FQ2304NU00032,4/7,8/16,$26523.24,판,CS-230316.,APP,C2S,157/180/200,GOLDEAST,CHISAN,37,32.345Mt,$820.00,"$26,523.24",OOLU2717895280,NAN HONG 939,CSLU2252365,2X20FT,"₩1,339.20",5/1,5/17,5/18,6/29,"₩3,509,440.0",8/16,,https://drive.google.com/file/d/10L9I1oCFd03SWAQvbXqfm77SHTVUwafK/view?usp=sharing,https://drive.google.com/file/d/1UJEA9H2FOH95uOizvKgvFRZEU4dgNSwp/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
,,,,판,CS-230318.,SNP,MGI,30,SNP,POSCO 1ST,216,112.817Mt,$1440.00,"$162,456.48",DJSCBKK230000711,STARSHIP TAURUS 2305N,BMOU6087695외,5X40FT,"₩1,318.80",5/12,5/19,5/22,6/29,"₩21,702,560.0",5/22,,https://drive.google.com/file/d/1vh9A_VdcGdb4ZVRQG-G3sOw2kNNdlBu0/view?usp=sharing,https://drive.google.com/file/d/1AVP17Cc8FALg13t921Uw4Aew0ZuS0Tk2/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
,,,,판,CS-230319.,SNP,MGI,30,SNP,POSCO 2ND,71,45.403Mt,$1440.00,"$65,380.32",DJSCBKK230000712,STARSHIP TAURUS 2305N,DRYU9395115,2X40FT,"₩1,312.10",5/10,5/19,5/22,6/29,"₩8,734,150.0",5/23,,https://drive.google.com/file/d/1EoInIfEs1yRBYaOzM2_05DWjNY4Bp8ds/view?usp=sharing,https://drive.google.com/file/d/12azI9a7iprwDsZffLsiIn7IZDLphwhJw/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
M04FQ2303NU00064,3/29,8/16,$162151.88,판,CS-230320.,ASIASYMBOL,FBB,295/250,GREENPOINT,CHISAN,"1,034",240.922Mt,$940.00,"$226,466.68",,SITC FANGCHENG,BEAU6424087,11X40FT,"₩1,378.00",4/10,4/11,4/12,4/21,"₩29,796,100.0",7/24,,https://drive.google.com/file/d/11fBNpziwzjLBHgWq7ODcs-6Y5UWFPwZQ/view?usp=sharing,https://drive.google.com/file/d/1Nyr1hQAqlerx3oox3ext3Fz29eCxe1LG/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
M04FQ2303NU00064,3/29,8/16,,판,CS-230320.2,ASIASYMBOL,FBB,295/250,GREENPOINT,CHISAN,637,172.502Mt,$940.00,"$162,151.88",SITGRISB018849,SITC FANGCHENG,BEAU4339896,8X40FT,,5/1,5/9,5/15,5/31,"₩21,540,950.0",8/16,,,,,,,23년03월,,3/5,,3/1,TRUE
,,,,판,CS-230321.,SNP,MGI,30,SNP,POSCO 1ST,87,44.909Mt,$1440.00,"$64,668.96",DJSCBKK230000713,STARSHIP TAURUS 2305N,FFAU1736278,2X40FT,"₩1,333.20",5/10,5/19,5/21,6/29,"₩8,556,730.0",5/19,,https://drive.google.com/file/d/1v74n1_6iAIkIJcpofQHbfy8QOvaSd6_v/view?usp=sharing,https://drive.google.com/file/d/1aYu44-_gsSlMg6YEsaXOhLHib0GBBa-y/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
M04FQ2303NU00057,3/27,7/27,$60206.40,판,CS-230323.,CHUNGHWA,WF,67,CHUNGWHA,CHISAN,83,22.822Mt,$900.00,"$20,539.80",220310062899,HANSA DUBURG 23008N,SEKU6008830,1X40FT,"₩1,279.30",4/22,4/26,4/27,5/31,"₩2,725,290.0",7/27,,https://drive.google.com/file/d/1WAMKX8Qq1nSv9iJ9pOQqwLSx9Xq-KhUH/view?usp=sharing,https://drive.google.com/file/d/1v-0DMIA8qZx8az7fPIf66rvrCxjiOIwH/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
M04FQ2303NU00057,3/27,7/27,,판,CS-230323.2,CHUNGHWA,WF,67,CHUNGWHA,CHISAN,152,44.074Mt,$900.00,"$39,666.60",220310062905,HANSA DUBURG 23008N,TCKU7564343,2X40FT,"₩1,279.30",4/22,4/23,4/27,5/31,"₩5,264,750.0",7/27,,,https://drive.google.com/file/d/1fX4g1d8h7Gghx90TkcTVau33lI0m-oMb/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
,,,,,CS-230324.,VISY,KLB,170,VISY,DONGJU,,22.0Mt,,,,,,,,5/5,6/8,,,,,https://drive.google.com/file/d/1Ys7KNR_WAamzO_lkr2ZpTdSyvn_jnXfb/view?usp=sharing,https://drive.google.com/file/d/1KptgGED9-ZohlAgBfKfOjBQwl9kowgEn/view?usp=sharing,,,,,23년03월,,,,3/1,TRUE
M04FQ2304NU00018,4/4,8/9,$26942.72,판,CS-230325.,VISY,KLB,125,VISY,CHISAN,51,43.456Mt,$620.00,"$26,942.72",610310034666,NORTHERN DEFENDER 23016N,TCNU3426593외,2X40FT,"₩1,363.00",5/5,6/8,6/19,7/17,"₩3,459,170.0",8/9,https://drive.google.com/file/d/14jskXCxmgTC33ivbeFk9IaarlizQmPBx/view?usp=sharing,https://drive.google.com/file/d/1q4Bn-SP057XxTaVNxcoJHM9gcsqVTZM4/view?usp=sharing,https://drive.google.com/file/d/1QG-XkzDBeEVl5VhtoUB9a-Y12VqI9gs_/view?usp=sharing,,,,23년03월,,,,3/1,TRUE
M07C32305NU00025,5/8,8/22,$131827.61,제,CS-230401.,APP,WF,70,OLEANDER,CHISAN,122,155.091Mt,$850.00,"$131,827.61",045DA08660,WAN HAI 331 N022,TCKU7583111,7X40FT,"₩1,341.00",5/17,6/15,6/19,7/17,"₩16,925,340.0",8/22,,https://drive.google.com/file/d/1pt_BaUaHUkgXf4kNZ5vPbqY2Spq2DyV9/view?usp=sharing,https://drive.google.com/file/d/1x_6ldjxd_Cez13Wtin1p6dLGytJMWxLq/view?usp=sharing,,,,23년04월,631022028,,,4/1,TRUE
M07C32305NU00032,5/8,8/17,$56528.92,제,CS-230402.,APP,COPY,75,OLEANDER,CHISAN,47,66.505Mt,$850.00,"$56,528.92",045DA08661,WAN HAI 331 N002,WHSU5672600,3X40FT,"₩1,367.00",5/17,6/15,6/19,7/17,"₩7,257,740.0",8/17,,https://drive.google.com/file/d/1wAQipObrH2BMj7BEgqC1E7N_aqbVa3_f/view?usp=sharing,,,,,23년04월,,,,4/1,TRUE
M07C32305NU00040,5/8,8/21,$73743.28,제,CS-230403.,APP,COPY,80,OLEANDER,CHISAN,81,86.756Mt,$850.01,"$73,743.28",045DA08643,WAN HAI 331 N002,WHSU5837866,4X40FT,"₩1,367.00",5/17,6/15,6/19,7/17,"₩9,467,890.0",8/21,,https://drive.google.com/file/d/1Hbshb4xZUlzWPGnxXseGYvmXwTqMcsNg/view?usp=sharing,https://drive.google.com/file/d/1S6jZsQD2IXKgQ16l1izHu6wTIfflWMoH/view?usp=sharing,,,,23년04월,631022027,,,4/1,TRUE
M07C32305NU00057,5/8,8/21,$40187.79,판,CS-230404.,APP,COPY,70,OLEANDER,CHISAN,144,45.668Mt,$880.00,"$40,187.79",045DA08644,WAN HAI 331 N002,WHSU5343307,2X40FT,"₩1,360.00",5/17,6/15,6/19,7/17,"₩5,159,710.0",8/21,,https://drive.google.com/file/d/1IH-MZxFVdBuIcPNAm3oaLWx3t6MaLVyB/view?usp=sharing,https://drive.google.com/file/d/10n9sS_VSK0v_hfgsEqA3xWW3kdlN1Ezl/view?usp=sharing,,,,23년04월,631022026,,,4/1,TRUE
,,,,판,CS-230405.,AP,KRAFT,STOCK,AP,에스지산업,31,22.391Mt,$765.00,"$17,129.12",COSU6355286590,OOCL BRAZIL 031N,TGBU4922197,1X40FT,,5/3,6/1,6/8,6/29,"₩2,265,370.0",,,https://drive.google.com/file/d/1x6B5fMJVwgIczIBk4dYHcAqUfMQ0XV9_/view?usp=sharing,https://drive.google.com/file/d/1NUzA5IipespPTEKF6Yq_VFP9Rd_GDkjo/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
M04FQ2304NU00057,4/19,9/27,$22273.92,판,CS-230406.,MITSUBISHI,WHITE KRAFT,150,MARUBENI,CHISAN 바이오,53,20.624Mt,$1080.00,"$22,273.92",KMTCHHE0032235,SUNNY CANNA 2308N,BMOU6255680,1X40FT,"₩1,378.00",6/22,6/27,6/30,7/17,"₩2,859,650.0",9/27,,https://drive.google.com/file/d/17tsuMkRORycKJKJLbpioSASwphwlZ8mz/view?usp=sharing,https://drive.google.com/file/d/1gEr4xG4t--JxVCrBO135CuBw9XhS3FSN/view?usp=sharing,,,,23년04월,OB-230401,,,4/1,TRUE
,,,,판,CS-230407.,LINTEC,WHITE GP,50,LINTEC,CHISAN,97,22.287Mt,$1901.88,"$42,387.20",HB230600033,DONGJIN VENUS 0178N,SKHU9617297,1X40FT,"₩1,378.00",6/3,6/10,6/14,6/29,"₩5,600,200.0",6/13,,https://drive.google.com/file/d/1dPRYPccvNVXw0MD7e02wsbBgqmsikoBU/view?usp=sharing,https://drive.google.com/file/d/1Y-UBtOEuiCvjMzq-xRcZ1ZubQKVzEn3a/view?usp=sharing,,,,23년04월,XZ3038,,,4/1,TRUE
,,,,판,CS-230408.,OPT,NCR,,OPT,청솔특수지,117,67.651Mt,$1594.59,"$107,875.69",KMTCLCH4320324,CAPE FARO,BMOU6230506,3X40FT,,6/21,7/1,,,,,,https://drive.google.com/file/d/1h0AfF7W7U8JptVu7wSHqtXLvqqlSkXKA/view?usp=drive_link,https://drive.google.com/file/d/1SKyL2Q6BAK8gbMBKuX1ZGnwyu5ozUxSx/view?usp=sharing,,,,23년04월,OJ-5168,,,4/1,TRUE
다이에이통관,,,,판,CS-230409.,SNP,MGT,35,SNP,CHISAN,30,21.148Mt,$1300.00,"$27,492.40",KMTCBKK3130689,KMTC POHANG 2305N,CAIU4937953,1X40FT,"₩1,321.60",5/22,5/31,,,,,,https://drive.google.com/file/d/1fbJa-cuLBCxqOy4g7ya-x6FAREHsmdtZ/view?usp=drive_link,https://drive.google.com/file/d/1Zoj_dYAVrbrRhGlepzr90H2L5CCE2LwG/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
M04FQ2305NU00025,5/2,9/18,$80580.13,판,CS-230410.,APP,UWK,117/137,GOLD EAST,CHISAN,105,86.193Mt,$934.89,"$80,580.13",TLTCICBH04301002,DE JIN 5,FBIU0204846,6X20FT,"₩1,368.00",5/29,6/9,6/9,6/29,"₩10,863,120.0",9/18,,https://drive.google.com/file/d/1qLPMgSifwBFDPB1PTLUCZEilDFB04NAs/view?usp=sharing,https://drive.google.com/file/d/1hLnPGL1vkI5Fvu_7xzqICv0ao1Iy6A5H/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
M04FQ2304NU00089,4/26,9/18,$62899.20,판,CS-230411.,CPC,KRAFT,50,MARUBENI,CHISAN 바이오,212,65.52Mt,$960.00,"$62,899.20",NSSLNTAIC23Q0047,A BOTE 2311W,NSSU7116882,3X40FT,"₩1,358.00",6/9,6/15,6/14,6/29,"₩8,214,190.0",9/18,,https://drive.google.com/file/d/1r37ISB1D-u1Z4-VG8m12JBl9Bg_2hoKK/view?usp=sharing,https://drive.google.com/file/d/1qClw9bdCVpsds93Ct4XUMRICYKhfi15_/view?usp=sharing,,,,23년04월,OB-230402,,,4/1,TRUE
M04FQ2304NU00064,4/26,10/2,$41472.00,판,CS-230412.,CPC,KRAFT,80,MARUBENI,CHISAN 바이오,60,43.2Mt,$960.00,"$41,472.00",NSSLNTAIC23Q0051,A BOTE 2311W,CIPU5257909,2X40FT,"₩1,372.00",6/24,6/29,6/29,7/17,"₩5,324,420.0",10/2,,https://drive.google.com/file/d/1-PCUEwk6u3QRFXLn8-b2AG8Spgk-5Y6x/view?usp=sharing,https://drive.google.com/file/d/1lihmVtnfUURdAvkJyGSVNU553DuaBV_X/view?usp=sharing,,,,23년04월,OB-230403,,,4/1,TRUE
M04FQ2304NU00071,4/26,9/18,$20995.20,판,CS-230413.,CPC,KRAFT,50,MARUBENI,CHISAN 바이오,63,21.87Mt,$960.00,"$20,995.20",NSSLNTAIC23Q0046,A BOTE 2311W,NSSU7047230,1X40FT,"₩1,378.00",6/9,6/15,6/14,6/29,"₩2,741,820.0",9/18,,https://drive.google.com/file/d/1-eEiFs5xngGdAP2HYHYSyZmN56CIY5Tc/view?usp=drive_link,https://drive.google.com/file/d/1eWQ1cjhFFSWrIkYZWZE08H3fNIW6brsD/view?usp=drive_link,,,,23년04월,OB-230404,,,4/1,TRUE
M04FQ2305NU00018,5/2,9/13,$127040.63,판,CS-230414.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,88,125.044Mt,$860.00,"$107,537.84",YMLUI202567844,KMTC LAEM CHABANG,BMOU6196818,6X40FT,"₩1,378.00",6/3,6/6,6/8,6/29,"₩14,301,550.0",9/13,,https://drive.google.com/file/d/1qdYhfs_c4vYSPvlX05SopU7olYhkx73v/view?usp=sharing,https://drive.google.com/file/d/1L8sH4ATS1XhoXnDWpVAKGE6uuXMXKNNT/view?usp=sharing,,,,23년04월,XH1340052,,,4/1,TRUE
M04FQ2305NU00018,5/2,9/13,,판,CS-230414.2,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,39,22.417Mt,$870.00,"$19,502.79",YMLUI202567845,KMTC LAEM CHABANG,TEMU8937750,1X40FT,"₩1,378.00",6/2,6/6,6/7,6/29,"₩2,592,520.0",9/13,,https://drive.google.com/file/d/1SrfvZU_qUGbedS0bQHGcY5a1BQYBQzso/view?usp=sharing,https://drive.google.com/file/d/1FAimNVSmZft8zsXj0mqYEpaS6C0yDQUZ/view?usp=sharing,,,,23년04월,XH1340054,,,4/1,TRUE
,,,,,CS-230415.,VISY,KLB,170,VISY,DONGJU,,22.0Mt,,,,,,,,,,,,,,,,,,,,23년04월,,,,4/1,TRUE
,,,,판,CS-230416.,SNP,MGI,30,SNP,POSCO 1ST,248,129.42Mt,$1410.00,"$182,482.20",DJSCBKK230000946,KMTC PUSAN 2307N,BEAU4694890,6X40FT,"₩1,353.00",6/7,6/15,6/16,7/17,"₩23,830,890.0",6/15,,https://drive.google.com/file/d/1FFiIjtXG2AMqeaqGdprCCxUY-cbpo0d-/view?usp=sharing,https://drive.google.com/file/d/1z7clbu6nAsR1BJM-cxyxFRMWMw0nmnmG/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
,,,,판,CS-230417.,SNP,MGI,30,SNP,POSCO 2ND,67,43.679Mt,$1410.00,"$61,587.39",DJSCBKK230000950,KMTC PUSAN 2307N,PHRU8605523,2X40FT,"₩1,292.80",6/7,6/15,6/21,7/17,"₩7,907,200.0",6/21,,https://drive.google.com/file/d/1mKN7S69Qi40fiZGeyR1hc2lTT8GJIywy/view?usp=sharing,https://drive.google.com/file/d/1vANrR9o3QVz9yDyirWT2riplMqKYb_O8/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
다이에이통관,,,,판,CS-230418.,SNP,MGP,30/25,SNP,CHISAN,118,44.989Mt,$1278.68,"$57,526.73",KMTCBKK3131723,KMTC POHANG 2305N,BEAU4925217,2X40FT,"₩1,321.60",5/22,5/30,,,,,,https://drive.google.com/file/d/1LS46Ywcd-CCtWPOzqv1D6na9HNSHa9n0/view?usp=sharing,https://drive.google.com/file/d/1hRGVVa2RYfOVduUE5pNvfzTKOQMEJGe4/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
,,,,판,CS-230419.,SNP,MGI,30,SNP,POSCO 1ST,82,42.052Mt,$1410.00,"$59,293.32",DJSCBKK230000945,KMTC PUSAN 2307N,DJLU5222813,2X40FT,"₩1,378.00",6/7,6/15,6/16,7/17,"₩7,743,290.0",6/15,,https://drive.google.com/file/d/1G3_8s6rRlIaLa3RnsQ-DcR7C0WRNsahb/view?usp=sharing,https://drive.google.com/file/d/1ws3-HroUV8m9jR4p8VmQtIUBJoqfNzoB/view?usp=sharing,,,,23년04월,,,,4/1,TRUE
,,,,판,CS-230501.,AP,KRAFT,STOCK,AP,CHISAN,68,115.769Mt,$742.40,"$85,946.84",COSU6356735040,OOCL DURBAN 015N,BSIU9552374,5X40FT,"₩1,290.50",5/24,6/22,6/26,7/17,"₩11,034,370.0",6/22,,https://drive.google.com/file/d/1_ZK7RcUqlFG8HdZQa0us9ARDe17rnNy6/view?usp=drive_link,https://drive.google.com/file/d/10lxrglXWACsR4JzKp_mw3phUHQQ88IuM/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
M04FQ2305NU00114,5/26,9/15,$61052.40,제,CS-230502.,CATALYST,KRAFT,48.8,CATALYST,CHISAN,150,67.836Mt,$900.00,"$61,052.40",CAN0729285,CMA CGM RIGOLETTO,SEKU5682988,3X40FT,"₩1,378.00",6/17,7/22,7/31,8/29,"₩7,812,630.0",9/15,,https://drive.google.com/file/d/1KGh31ekBnyfBm5Lx9VSK8hvoCnMi8p4q/view?usp=drive_link,https://drive.google.com/file/d/18sFXcDA-SSKvacid4X9L0Kyf12Allwkw/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
M04FQ2305NU00040,5/10,9/28,$40110.00,판,CS-230503.,UPM,COPY,70,UPM,OKPNC,121,45.84Mt,$875.00,"$40,110.00",SCGUINC9EA863,BAL BRIGHT 434E,TRHU2268481,3X20FT,"₩1,365.00",6/24,6/25,6/29,7/17,"₩5,169,540.0",10/4,,https://drive.google.com/file/d/1zws2sh_69FIRy1jpyweCRndACWK_vytP/view?usp=drive_link,https://drive.google.com/file/d/1ebmNsm-LpxEyRA3C6-vVyI9PNOFqG-zz/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
,,,,판,CS-230504.,OPT,NCR,,OPT,CHISAN,258,66.172Mt,$1549.58,"$102,538.99",HDMUBKKA73864200,JAN V.2308N,HMMU6385872,3X40FT,"₩1,263.10",7/7,7/15,,8/29,"₩13,431,500.0",7/18,,https://drive.google.com/file/d/1C6HVg4x3z-YPC-XVECz5tvw2qQisD2mq/view?usp=drive_link,https://drive.google.com/file/d/1ZjRV3G2YxY8BN6txBtNcf66ARU-VVGdE/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
,,,,판,CS-230505.,OPT,NCR,,OPT,청솔특수지,,35.804Mt,$1528.81,"$54,737.38",,SKY SUNSHINE V. 2309N,BMOU6520573,"1X40FT,1X20FT",,7/27,8/5,,,,,,https://drive.google.com/file/d/10P8DNGLoFv2TSMt5-NkQAQmTXNY95ZCc/view?usp=drive_link,https://drive.google.com/file/d/1z4FwBnuBFQpfvEq4OOdTWIbsHjhd05Mr/view?usp=sharing,,,,23년05월,"OJ-5178, 감열지 100g & 130g 샘플 포함",,,5/1,TRUE
M04FQ2305NU00071,5/22,10/4,$186504.08,판,CS-230506.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,170,227.444Mt,$820.00,"$186,504.08",YMLUI202570090,KMTC LAEM CHABANG,CAIU7876804,11X40FT,"₩1,360.30",7/3,7/5,7/5,7/17,"₩24,486,830.0",10/4,,https://drive.google.com/file/d/1ZrFYtTt49cCJJC5dKtFTam_k7XSaiq5u/view?usp=drive_link,https://drive.google.com/file/d/1F8G2ZLyPQThlCciL2vGB_ZXymTQklEPk/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
M04FQ2305NU00064,5/22,10/4,$55073.82,판,CS-230507.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,118,66.354Mt,$830.00,"$55,073.82",YMLUI202570092,KMTC LAEM CHABANG,BAGU5781831,3X40FT,"₩1,365.00",7/3,7/5,7/5,7/17,"₩7,227,610.0",10/4,,https://drive.google.com/file/d/1jaDOQGf6kzD1-aiq1weU-lGAx2rVCflP/view?usp=drive_link,https://drive.google.com/file/d/1KygDLthyYm7QSiP7QpDL_T8OiEEio_-W/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
,,,,판,CS-230508.,OJI,KRAFT,78,OJI,태경폴리머,21,20.343Mt,$1000.00,"$20,342.70",HASLJ01230601334,HAKATA VOYAGER 2327W,SKHU9931646,1X40FT,,7/6,7/13,,,,,,https://drive.google.com/file/d/1bvo-P6xiB2F160s9h8Ha2zNn_Mysdmeo/view?usp=drive_link,https://drive.google.com/file/d/1Uo6K2oKkPlOePNRzf7JRdUw9Dee89Hbw/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
OFFER,,,,,CS-230509.,OPT,NCR,,OPT,청명전산,,11.183Mt,$1752.11,"$19,593.86",,,,1X20FT,,7/27,8/7,,,,,,https://drive.google.com/file/d/17KCXsBVeKh0nN1igZbZQpGIoHVIhhLIq/view?usp=drive_link,,,,,23년05월,,,,5/1,TRUE
,,,,판,CS-230510.,AP,KRAFT,STOCK,AP,에스지산업,56,44.322Mt,$743.81,"$32,967.36",COSU6357463510,OOCL CANADA 098N,TLLU7800038,2X40FT,"₩1,360.00",5/31,6/29,7/6,7/17,"₩4,303,030.0",7/5,,https://drive.google.com/file/d/1eLRe0ds0yMZiJ_FvoDJF-7IT9r-6gcoy/view?usp=drive_link,https://drive.google.com/file/d/1Np6Km_r4xLEFg44I8oSDDtu4N93S1WBG/view?usp=drive_link,,,,23년05월,,,,5/1,TRUE
M07C32306NU00025,6/7,9/18,$94289.83,제,CS-230511.,APP,WF,70,OELANDER,CHISAN,90,114.987Mt,$820.00,"$94,289.83",,WAN HAI 365 N002,WHLU4307927,5X40FT,"₩1,360.00",6/15,7/13,7/13,7/17,"₩12,325,000.0",9/18,,https://drive.google.com/file/d/1_NpngkJEvmN7IczXIME5xo1KO2cMguKa/view?usp=drive_link,https://drive.google.com/file/d/1hQ-bBufvDhIQD1Zkol573mdX0pV4MGJ6/view?usp=drive_link,,,,23년05월,631022094,,,5/1,TRUE
M07C32306NU00032,6/7,9/19,$54578.67,제,CS-230512.,APP,COPY,75,OLEANDER,CHISAN,47,66.559Mt,$820.00,"$54,578.67",,WAN HAI 365 N002,WHSU4026627,3X40FT,"₩1,360.00",6/15,7/13,7/13,7/17,"₩7,134,190.0",9/19,,https://drive.google.com/file/d/18_jlNjWbFShNpQku6tGYKY6zsSS5ZO0o/view?usp=drive_link,https://drive.google.com/file/d/1mrwGg4Huj8aPSaB2KAYTjAMKQ4nVwaM0/view?usp=drive_link,,,,23년05월,631022096,,,5/1,TRUE
M07C32306NU00040,6/7,9/25,$55436.19,제,CS-230513.,APP,COPY,80,OLEANDER,CHISAN,63,67.605Mt,$820.00,"$55,436.19",,WAN HAI 365 N003,TCKU7531381,3X40FT,"₩1,367.00",6/19,7/16,7/17,8/29,"₩7,177,540.0",9/25,,https://drive.google.com/file/d/1OGS4LtxGrpQw45zEYdOMdvff6WqXY6nh/view?usp=drive_link,https://drive.google.com/file/d/10mamiQ0HjBmyWUHlqK44EgqPJaSq9nI1/view?usp=sharing,,,,23년05월,631022097,,,5/1,TRUE
M07C32306NU00057,6/7,9/18,$18289.28,제,CS-230515.,APP,WF,100,OLEANDER,CHISAN,24,22.304Mt,$820.00,"$18,289.28",,WAN HAI 365 N002,WHSU5906308,1X40FT,"₩1,365.00",6/15,7/13,7/13,7/17,"₩2,390,660.0",9/18,,https://drive.google.com/file/d/1oxt_mgDVAaa6wtEkrghdlVeq91VQOHZp/view?usp=drive_link,https://drive.google.com/file/d/1R3xhJMIECAHiKLPqN7uv4668S23Wlthf/view?usp=sharing,,,,23년05월,631022093,,,5/1,TRUE
M04FQ2305NU00096,5/25,10/11,$104139.00,제,CS-230516.,CPC,KRAFT,50,MARUBENI,CHISAN바이오,298,109.62Mt,$950.00,"$104,139.00",NSSLATAIC23Q0044,PANCON SUNSHINE,BEAU5061773,5X40FT,"₩1,340.00",7/5,7/12,7/12,7/17,"₩13,612,420.0",10/11,,https://drive.google.com/file/d/1M7EaXZG_sVVUE4TCUHehn3NS6VS3WnB7/view?usp=drive_link,https://drive.google.com/file/d/1NJ2B_JWGW_Nv5Q2ySIkvzMns7ejuZzg-/view?usp=sharing,,,,23년05월,OB-230501,,,5/1,TRUE
M07C32306NU00018,6/5,11/24,$21646.80,제,CS-230517.,THAI,COPY,80,PHEONIX P&P,CHISAN,30,24.052Mt,$900.00,"$21,646.80",HASLS22230601196,SAWASDEE SIRIUS,SKHU9631211,1X40FT,"₩1,306.51",8/14,8/23,8/28,9/30,"₩2,891,620.0",11/24,,https://drive.google.com/file/d/1rIrKYrGmWKfooZVE6GZYymF9AougdT1D/view?usp=sharing,https://drive.google.com/file/d/1h7Cn-Mh9TaXf0PsASiS7LwdItulMY9_q/view?usp=sharing,,,,23년05월,JP-PPSY230524.1,,,5/1,TRUE
다이에이통관,,,,판,CS-230518.,SNP,MGP,30,SNP,CHISAN,111,44.813Mt,$1200.00,"$53,775.60",DJSCBKK230000972,KMTC PUSAN 2307N,TGBU5436815,2X40FT,"₩1,307.30",6/27,7/7,,,,,,https://drive.google.com/file/d/1vU1kiA7OL8cjS-dPI6ojXCDVVte3Pw86/view?usp=sharing,https://drive.google.com/file/d/1M9uIfQumFKiSqHzJRum9bia8yf2BhiTH/view?usp=sharing,,,,23년05월,,,,5/1,TRUE
다이에이통관,,,,판,CS-230519.,SNP,MGT,35,SNP,CHISAN,33,22.655Mt,$1250.00,"$28,318.75",DSJCBKK230001113,KMTC PUSAN 2307N,PHRU8608651,1X40FT,"₩1,307.30",6/27,7/7,,,,,,https://drive.google.com/file/d/1K8GP-yjSLPpzqQo2hbctXCh2rC3Yiu1r/view?usp=sharing,https://drive.google.com/file/d/1NUZ7y0b4IkodkB1nHqXZs8GmRkbMbMDU/view?usp=sharing,,,,23년05월,,,,5/1,TRUE
M04FQ2306NU00025,6/7,10/7,$37317.28,판,CS-230520.,ASIASYMBOL,FBB,250,GREENPOINT,CHISAN,182,42.406Mt,$880.00,"$37,317.28",SITGRIUK019914,HAI FENG HAI KOU,BEAU4336876,2X40FT,"₩1,346.70",6/24,6/30,6/30,7/17,"₩4,812,080.0",10/10,,https://drive.google.com/file/d/1icWKLe8pwh_wrLED7tBAFV9ruh-Lour2/view?usp=sharing,https://drive.google.com/file/d/1CU6TWEAR2zMKBVwQyS098F28dSzYksuh/view?usp=sharing,,,,23년05월,,,,5/1,TRUE
,,,,,CS-230521.,VISY,KLB,170,VISY,DONGJU,,22.0Mt,,,,,,1X40FT,,,,,,,,,https://drive.google.com/file/d/1lckrPM_rX0vqS2yugn_KxP_J4wdY0OX3/view?usp=sharing,,,,,23년05월,,,,5/1,TRUE
M04FQ2305NU00107,5/26,10/10,$52126.20,판,CS-230522.,APP,UWK,117,GOLDEAST,CHISAN,64,57.918Mt,$900.00,"$52,126.20",TLTCICBH04361002,JIANG YUAN JI 6,DFSU3162349,4X20FT,"₩1,346.70",6/27,7/11,7/12,7/17,"₩6,950,910.0",10/10,,https://drive.google.com/file/d/1XmB9LhU_qiKzVScw9YFo-PxKvqoFO6AT/view?usp=sharing,https://drive.google.com/file/d/1x-s6lQoJtDR-QiLmLK36O-RITffxKdI0/view?usp=sharing,,,,23년05월,GEKR2300011CC,,,5/1,TRUE
,,,,판,CS-230523.,SNP,MGI,30,SNP,POSCO 1ST,311,156.456Mt,$1410.00,"$220,602.96",SNKO190230600961,SAWASDEE SIRIUS,SKHU8129600,7X40FT,"₩1,365.00",7/3,7/12,7/18,8/29,"₩28,562,340.0",7/17,,https://drive.google.com/file/d/1bKJmf34ASxMz5hnApqXA2zwRv2eUCGjQ/view?usp=sharing,https://drive.google.com/file/d/1USbaeLEIcRT-xC-8luSa_-Dw3_nExV8G/view?usp=sharing,,,,23년05월,510977793,,,5/1,TRUE
